"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"MG","46353","Itabirinha","Itabirinha (MG)"
"MG","46370","Itabirito","Itabirito (MG)"
"MG","46434","Itaguara","Itaguara (MG)"
"MG","46531","Itambacuri","Itambacuri (MG)"
"MG","46574","Itamogi","Itamogi (MG)"
"MG","46639","Itanhomi","Itanhomi (MG)"
"MG","46671","Itapagipe","Itapagipe (MG)"
"MG","46736","Itatiaiuçu","Itatiaiuçu (MG)"
"MG","46752","Itaúna","Itaúna (MG)"
"MG","46817","Itueta","Itueta (MG)"
"MG","46833","Ituiutaba","Ituiutaba (MG)"
"MG","46876","Iturama","Iturama (MG)"
"MG","46914","Jaboticatubas","Jaboticatubas (MG)"
"MG","46957","Jacuí","Jacuí (MG)"
"MG","46973","Jacutinga","Jacutinga (MG)"
"MG","47015","Janaúba","Janaúba (MG)"
"MG","47031","Januária","Januária (MG)"
"MG","47058","Japaraíba","Japaraíba (MG)"
"MG","47236","João Monlevade","João Monlevade (MG)"
"MG","47252","João Pinheiro","João Pinheiro (MG)"
"MG","47333","Juiz De Fora","Juiz De Fora (MG)"
"MG","47376","Juruaia","Juruaia (MG)"
"MG","47414","Lagamar","Lagamar (MG)"
"MG","47430","Lagoa Da Prata","Lagoa Da Prata (MG)"
"MG","47473","Lagoa Dourada","Lagoa Dourada (MG)"
"MG","47490","Lagoa Formosa","Lagoa Formosa (MG)"
"MG","47554","Lambari","Lambari (MG)"
"MG","47635","Lavras","Lavras (MG)"
"MG","47678","Leopoldina","Leopoldina (MG)"
"MG","47759","Luz","Luz (MG)"
"MG","47791","Machado","Machado (MG)"
"MG","47856","Manga","Manga (MG)"
"MG","47872","Manhuaçu","Manhuaçu (MG)"
"MG","47953","Mar De Espanha","Mar De Espanha (MG)"
"MG","47996","Mariana","Mariana (MG)"
"MG","48135","Mateus Leme","Mateus Leme (MG)"
"MG","48194","Mato Verde","Mato Verde (MG)"
"MG","48216","Matozinhos","Matozinhos (MG)"
"MG","48330","Mesquita","Mesquita (MG)"
"MG","48356","Minas Novas","Minas Novas (MG)"
"MG","48399","Mirabela","Mirabela (MG)"
"MG","48470","Moema","Moema (MG)"
"MG","48534","Montalvânia","Montalvânia (MG)"
"MG","48550","Monte Alegre De Minas","Monte Alegre De Minas (MG)"
"MG","48593","Monte Belo","Monte Belo (MG)"
"MG","48615","Monte Carmelo","Monte Carmelo (MG)"
"MG","48631","Monte Santo De Minas","Monte Santo De Minas (MG)"
"MG","48658","Montes Claros","Montes Claros (MG)"
"MG","48674","Monte Sião","Monte Sião (MG)"
"MG","48739","Morro Do Pilar","Morro Do Pilar (MG)"
"MG","48771","Muriaé","Muriaé (MG)"
"MG","48810","Muzambinho","Muzambinho (MG)"
"MG","48836","Nacip Raydan","Nacip Raydan (MG)"
"MG","48852","Nanuque","Nanuque (MG)"
"MG","48895","Nazareno","Nazareno (MG)"
"MG","48950","Nova Lima","Nova Lima (MG)"
"MG","48992","Nova Ponte","Nova Ponte (MG)"
"MG","49018","Nova Resende","Nova Resende (MG)"
"MG","49034","Nova Serrana","Nova Serrana (MG)"
"MG","49174","Ouro Branco","Ouro Branco (MG)"
"MG","49190","Ouro Fino","Ouro Fino (MG)"
"MG","49212","Ouro Preto","Ouro Preto (MG)"
"MG","49255","Padre Paraíso","Padre Paraíso (MG)"
"MG","49298","Pains","Pains (MG)"
"MG","49395","Paracatu","Paracatu (MG)"
"MG","49417","Pará De Minas","Pará De Minas (MG)"
"MG","49492","Passabém","Passabém (MG)"
"MG","49573","Passos","Passos (MG)"
"MG","49590","Patos De Minas","Patos De Minas (MG)"
"MG","49611","Patrocínio","Patrocínio (MG)"
"MG","49719","Peçanha","Peçanha (MG)"
"MG","49735","Pedra Azul","Pedra Azul (MG)"
"MG","49816","Pedralva","Pedralva (MG)"
"MG","49832","Pedrinópolis","Pedrinópolis (MG)"
"MG","49859","Pedro Leopoldo","Pedro Leopoldo (MG)"
"MG","49913","Pequi","Pequi (MG)"
"MG","49956","Perdizes","Perdizes (MG)"
"MG","49972","Perdões","Perdões (MG)"
"MG","50091","Pimenta","Pimenta (MG)"
"MG","50130","Pirajuba","Pirajuba (MG)"
"MG","50156","Piranga","Piranga (MG)"
"MG","50237","Pirapora","Pirapora (MG)"
"MG","50296","Piumhi","Piumhi (MG)"
"MG","50318","Planura","Planura (MG)"
"MG","50334","Poço Fundo","Poço Fundo (MG)"
"MG","50350","Poços De Caldas","Poços De Caldas (MG)"
"MG","50393","Pompéu","Pompéu (MG)"
"MG","50431","Porteirinha","Porteirinha (MG)"
"MG","50490","Pouso Alegre","Pouso Alegre (MG)"
"MG","50555","Prata","Prata (MG)"
"MG","50571","Pratápolis","Pratápolis (MG)"
"MG","50679","Presidente Olegário","Presidente Olegário (MG)"
"MG","50857","Resplendor","Resplendor (MG)"
"MG","50890","Riacho Dos Machados","Riacho Dos Machados (MG)"
"MG","50911","Ribeirão Das Neves","Ribeirão Das Neves (MG)"
"MG","50970","Rio Casca","Rio Casca (MG)"
"MG","50997","Rio Doce","Rio Doce (MG)"
"MG","51098","Rio Paranaíba","Rio Paranaíba (MG)"
"MG","51110","Rio Pardo De Minas","Rio Pardo De Minas (MG)"
"MG","51136","Rio Piracicaba","Rio Piracicaba (MG)"
"MG","51179","Rio Preto","Rio Preto (MG)"
"MG","51276","Romaria","Romaria (MG)"
"MG","51330","Sabará","Sabará (MG)"
"MG","51373","Sacramento","Sacramento (MG)"
"MG","51438","Santa Bárbara","Santa Bárbara (MG)"
"MG","51535","Santa Juliana","Santa Juliana (MG)"
"MG","51551","Santa Luzia","Santa Luzia (MG)"
"MG","51632","Santa Maria Do Suaçuí","Santa Maria Do Suaçuí (MG)"
"MG","51918","Santa Rita Do Sapucaí","Santa Rita Do Sapucaí (MG)"
"MG","51950","Santa Vitória","Santa Vitória (MG)"
"MG","51977","Santo Antônio Do Amparo","Santo Antônio Do Amparo (MG)"
"MG","52078","Santo Antônio Do Monte","Santo Antônio Do Monte (MG)"
"MG","52191","São Domingos Do Prata","São Domingos Do Prata (MG)"
"MG","52230","São Francisco De Paula","São Francisco De Paula (MG)"
"MG","52256","São Francisco De Sales","São Francisco De Sales (MG)"
"MG","52337","São Gonçalo Do Abaeté","São Gonçalo Do Abaeté (MG)"
"MG","52370","São Gonçalo Do Rio Abaixo","São Gonçalo Do Rio Abaixo (MG)"
"MG","52418","São Gotardo","São Gotardo (MG)"
"MG","52434","São João Batista Do Glória","São João Batista Do Glória (MG)"
"MG","52477","São João Da Ponte","São João Da Ponte (MG)"
"MG","52493","São João Del Rei","São João Del Rei (MG)"
"MG","52515","São João Do Oriente","São João Do Oriente (MG)"
"MG","52590","São José Da Safira","São José Da Safira (MG)"
"MG","52698","São José Do Jacuri","São José Do Jacuri (MG)"
"MG","52736","São Lourenço","São Lourenço (MG)"
"MG","52930","São Sebastião Do Paraíso","São Sebastião Do Paraíso (MG)"
"MG","53015","São Tomás De Aquino","São Tomás De Aquino (MG)"
"MG","53112","Senador Cortes","Senador Cortes (MG)"
"MG","53139","Senador Firmino","Senador Firmino (MG)"
"MG","53350","Serra Do Salitre","Serra Do Salitre (MG)"
"MG","53376","Serrania","Serrania (MG)"
"MG","53430","Sete Lagoas","Sete Lagoas (MG)"
"MG","53597","Taiobeiras","Taiobeiras (MG)"
"MG","53716","Teófilo Otoni","Teófilo Otoni (MG)"
"MG","53732","Timóteo","Timóteo (MG)"
"MG","53813","Toledo","Toledo (MG)"
"MG","53856","Três Corações","Três Corações (MG)"
"MG","53899","Tumiritinga","Tumiritinga (MG)"
"MG","53910","Tupaciguara","Tupaciguara (MG)"
"MG","53937","Turmalina","Turmalina (MG)"
"MG","53953","Turvolândia","Turvolândia (MG)"
"MG","53970","Ubá","Ubá (MG)"
"MG","54011","Uberaba","Uberaba (MG)"
"MG","54038","Uberlândia","Uberlândia (MG)"
"MG","54070","Unaí","Unaí (MG)"
"MG","54119","Vargem Bonita","Vargem Bonita (MG)"
"MG","54135","Varginha","Varginha (MG)"
"MG","54194","Vazante","Vazante (MG)"
"MG","54259","Vespasiano","Vespasiano (MG)"
"MG","54410","Visconde Do Rio Branco","Visconde Do Rio Branco (MG)"
"MG","54453","Itaú De Minas","Itaú De Minas (MG)"
"MS","55000","Nova Alvorada Do Sul","Nova Alvorada Do Sul (MS)"
"MS","55026","Laguna Carapã","Laguna Carapã (MS)"
"MS","55034","Japorã","Japorã (MS)"
"MS","55042","Novo Horizonte Do Sul","Novo Horizonte Do Sul (MS)"
"MS","55069","Figueirão","Figueirão (MS)"
"MS","90034","Água Clara","Água Clara (MS)"
"MS","90115","Amambai","Amambai (MS)"
"MS","90131","Anastácio","Anastácio (MS)"
"MS","90158","Anaurilândia","Anaurilândia (MS)"
"MS","90174","Antônio João","Antônio João (MS)"
"MS","90190","Aparecida Do Taboado","Aparecida Do Taboado (MS)"
"MS","90212","Aquidauana","Aquidauana (MS)"
"MS","90379","Bataguassu","Bataguassu (MS)"
"MS","90395","Batayporã","Batayporã (MS)"
"MS","90417","Bela Vista","Bela Vista (MS)"
"MS","90433","Bonito","Bonito (MS)"
"MS","90450","Brasilândia","Brasilândia (MS)"
"MS","90492","Camapuã","Camapuã (MS)"
"MS","90514","Campo Grande","Campo Grande (MS)"
"MS","90530","Caracol","Caracol (MS)"
"MS","90557","Caarapó","Caarapó (MS)"
"MS","90573","Cassilândia","Cassilândia (MS)"
"MS","90611","Corguinho","Corguinho (MS)"
"MS","90638","Corumbá","Corumbá (MS)"
"MS","90654","Coxim","Coxim (MS)"
"MS","90735","Dourados","Dourados (MS)"
"MS","90751","Fátima Do Sul","Fátima Do Sul (MS)"
"MS","90816","Guia Lopes Da Laguna","Guia Lopes Da Laguna (MS)"
"MS","90859","Iguatemi","Iguatemi (MS)"
"MS","90875","Inocência","Inocência (MS)"
"MS","90891","Itaporã","Itaporã (MS)"
"MS","90930","Ivinhema","Ivinhema (MS)"
"MS","90999","Jardim","Jardim (MS)"
"MS","91014","Jateí","Jateí (MS)"
"MS","91030","Ladário","Ladário (MS)"
"MS","91073","Maracaju","Maracaju (MS)"
"MS","91138","Naviraí","Naviraí (MS)"
"MS","91154","Nioaque","Nioaque (MS)"
"MS","91235","Nova Andradina","Nova Andradina (MS)"
"MS","91251","Paranaíba","Paranaíba (MS)"
"MS","91316","Ponta Porã","Ponta Porã (MS)"
"MS","91375","Porto Murtinho","Porto Murtinho (MS)"
"MS","91413","Ribas Do Rio Pardo","Ribas Do Rio Pardo (MS)"
"MS","91430","Rio Brilhante","Rio Brilhante (MS)"
"MS","91456","Rio Negro","Rio Negro (MS)"
"MS","91472","Rio Verde De Mato Grosso","Rio Verde De Mato Grosso (MS)"
"MS","91499","Rochedo","Rochedo (MS)"
"MS","91570","Sidrolândia","Sidrolândia (MS)"
"MS","91596","Terenos","Terenos (MS)"
"MS","91650","Três Lagoas","Três Lagoas (MS)"
"MS","91693","Angélica","Angélica (MS)"
"MS","91715","Aral Moreira","Aral Moreira (MS)"
"MS","91758","Deodápolis","Deodápolis (MS)"
"MS","91782","Chapadão Do Sul","Chapadão Do Sul (MS)"
"MS","91790","Mundo Novo","Mundo Novo (MS)"
"MS","91804","Dois Irmãos Do Buriti","Dois Irmãos Do Buriti (MS)"
"MS","91820","Juti","Juti (MS)"
"MS","91847","Paranhos","Paranhos (MS)"
"MS","91863","Santa Rita Do Pardo","Santa Rita Do Pardo (MS)"
"MS","91880","Sonora","Sonora (MS)"
"MS","98019","Bodoquena","Bodoquena (MS)"
"MS","98035","Costa Rica","Costa Rica (MS)"
"MS","98051","Douradina","Douradina (MS)"
"MS","98078","Itaquiraí","Itaquiraí (MS)"
"MS","98094","São Gabriel Do Oeste","São Gabriel Do Oeste (MS)"
"MS","98159","Tacuru","Tacuru (MS)"
"MS","98175","Taquarussu","Taquarussu (MS)"
"MT","89788","Colniza","Colniza (MT)"
"MT","89796","Colíder","Colíder (MT)"
"MT","89818","Nova Brasilândia","Nova Brasilândia (MT)"
"MT","89826","Nova Santa Helena","Nova Santa Helena (MT)"
"MT","89834","Paranatinga","Paranatinga (MT)"
"MT","89843","Santo Antônio Do Leste","Santo Antônio Do Leste (MT)"
"MT","89850","Sinop","Sinop (MT)"
"MT","89877","Alta Floresta","Alta Floresta (MT)"
"MT","89915","Jauru","Jauru (MT)"
"MT","89931","São José Dos Quatro Marcos","São José Dos Quatro Marcos (MT)"
"MT","89958","Rio Branco","Rio Branco (MT)"
"MT","90042","Alto Boa Vista","Alto Boa Vista (MT)"
"MT","90050","Alto Araguaia","Alto Araguaia (MT)"
"MT","90069","Querência","Querência (MT)"
"MT","90077","Alto Garças","Alto Garças (MT)"
"MT","90107","Santa Carmem","Santa Carmem (MT)"
"MT","90123","Nova Maringá","Nova Maringá (MT)"
"MT","90140","Nova Guarita","Nova Guarita (MT)"
"MT","90166","Nova Marilândia","Nova Marilândia (MT)"
"MT","90182","Porto Estrela","Porto Estrela (MT)"
"MT","90204","Glória D Oeste","Glória D Oeste (MT)"
"MT","90255","Arenápolis","Arenápolis (MT)"
"MT","90263","Apiacás","Apiacás (MT)"
"MT","90271","Aripuanã","Aripuanã (MT)"
"MT","90280","Confresa","Confresa (MT)"
"MT","90301","Lambari D Oeste","Lambari D Oeste (MT)"
"MT","90328","Santo Afonso","Santo Afonso (MT)"
"MT","90336","Barra Do Bugres","Barra Do Bugres (MT)"
"MT","90352","Barra Do Garças","Barra Do Garças (MT)"
"MT","90360","Nova Monte Verde","Nova Monte Verde (MT)"
"MT","90387","Nova Bandeirantes","Nova Bandeirantes (MT)"
"MT","90409","São Pedro Da Cipa","São Pedro Da Cipa (MT)"
"MT","90425","Cotriguaçu","Cotriguaçu (MT)"
"MT","90441","Ribeirãozinho","Ribeirãozinho (MT)"
"MT","90468","Brasnorte","Brasnorte (MT)"
"MT","90476","Cáceres","Cáceres (MT)"
"MT","90484","Campo Novo Do Parecis","Campo Novo Do Parecis (MT)"
"MT","90506","Campo Verde","Campo Verde (MT)"
"MT","90522","Cláudia","Cláudia (MT)"
"MT","90590","Chapada Dos Guimarães","Chapada Dos Guimarães (MT)"
"MT","90603","Lucas Do Rio Verde","Lucas Do Rio Verde (MT)"
"MT","90620","Matupá","Matupá (MT)"
"MT","90646","Nova Mutum","Nova Mutum (MT)"
"MT","90662","Ribeirão Cascalheira","Ribeirão Cascalheira (MT)"
"MT","90670","Cuiabá","Cuiabá (MT)"
"MT","90689","Tapurah","Tapurah (MT)"
"MT","90697","Diamantino","Diamantino (MT)"
"MT","90700","Pontal Do Araguaia","Pontal Do Araguaia (MT)"
"MT","90719","Dom Aquino","Dom Aquino (MT)"
"MT","90727","Sapezal","Sapezal (MT)"
"MT","90743","Campos De Júlio","Campos De Júlio (MT)"
"MT","90760","Carlinda","Carlinda (MT)"
"MT","90778","General Carneiro","General Carneiro (MT)"
"MT","90786","Feliz Natal","Feliz Natal (MT)"
"MT","90832","Guiratinga","Guiratinga (MT)"
"MT","90867","Nova Lacerda","Nova Lacerda (MT)"
"MT","90883","Nova Ubiratã","Nova Ubiratã (MT)"
"MT","90905","Bom Jesus Do Araguaia","Bom Jesus Do Araguaia (MT)"
"MT","90913","Itiquira","Itiquira (MT)"
"MT","90921","Serra Nova Dourada","Serra Nova Dourada (MT)"
"MT","90956","Jaciara","Jaciara (MT)"
"MT","90980","Santa Cruz Do Xingu","Santa Cruz Do Xingu (MT)"
"MT","91022","Vale De São Domingos","Vale De São Domingos (MT)"
"MT","91049","Santa Rita Do Trivelato","Santa Rita Do Trivelato (MT)"
"MT","91057","Luciara","Luciara (MT)"
"MT","91090","Vila Bela Da Santíssima Trindade","Vila Bela Da Santíssima Trindade (MT)"
"MT","91170","Nobres","Nobres (MT)"
"MT","91197","Nortelândia","Nortelândia (MT)"
"MT","91219","Nossa Senhora Do Livramento","Nossa Senhora Do Livramento (MT)"
"MT","91294","Poconé","Poconé (MT)"
"MT","91359","Porto Dos Gaúchos","Porto Dos Gaúchos (MT)"
"MT","91510","Rondonópolis","Rondonópolis (MT)"
"MT","91553","Santo Antônio Do Leverger","Santo Antônio Do Leverger (MT)"
"MT","91634","Torixoréu","Torixoréu (MT)"
"MT","91677","Várzea Grande","Várzea Grande (MT)"
"MT","91774","Mirassol D Oeste","Mirassol D Oeste (MT)"
"MT","91812","Pedra Preta","Pedra Preta (MT)"
"MT","91839","São Félix Do Araguaia","São Félix Do Araguaia (MT)"
"MT","91855","Tangará Da Serra","Tangará Da Serra (MT)"
"MT","91898","Juscimeira","Juscimeira (MT)"
"MT","91910","Água Boa","Água Boa (MT)"
"MT","91936","Canarana","Canarana (MT)"
"MT","91952","Nova Xavantina","Nova Xavantina (MT)"
"MT","91979","Santa Terezinha","Santa Terezinha (MT)"
"MT","98191","Juara","Juara (MT)"
"MT","98310","Juína","Juína (MT)"
"MT","98337","Denise","Denise (MT)"
"MT","98639","Araguaiana","Araguaiana (MT)"
"MT","98655","Campinápolis","Campinápolis (MT)"
"MT","98698","Itaúba","Itaúba (MT)"
"MT","98779","Novo São Joaquim","Novo São Joaquim (MT)"
"MT","98795","Novo Horizonte Do Norte","Novo Horizonte Do Norte (MT)"
"MT","98817","Peixoto De Azevedo","Peixoto De Azevedo (MT)"
"MT","98876","Porto Esperidião","Porto Esperidião (MT)"
"MT","98930","Sorriso","Sorriso (MT)"
"MT","98957","Terra Nova Do Norte","Terra Nova Do Norte (MT)"
"MT","98973","Vera","Vera (MT)"
"MT","99015","Comodoro","Comodoro (MT)"
"MT","99031","Figueirópolis D Oeste","Figueirópolis D Oeste (MT)"
"MT","99058","Guarantã Do Norte","Guarantã Do Norte (MT)"
"MT","99074","Indiavaí","Indiavaí (MT)"
"PA","04014","Abaetetuba","Abaetetuba (PA)"
"PA","04022","Tailândia","Tailândia (PA)"
"PA","04049","Bom Jesus Do Tocantins","Bom Jesus Do Tocantins (PA)"
"PA","04057","Afuá","Afuá (PA)"
"PA","04065","São João De Pirabas","São João De Pirabas (PA)"
"PA","04081","Tucumã","Tucumã (PA)"
"PA","04090","Almeirim","Almeirim (PA)"
"PA","04103","Mãe Do Rio","Mãe Do Rio (PA)"
"PA","04111","Altamira","Altamira (PA)"
"PA","04120","Eldorado Dos Carajás","Eldorado Dos Carajás (PA)"
"PA","04154","Ananindeua","Ananindeua (PA)"
"PA","04162","Palestina Do Pará","Palestina Do Pará (PA)"
"PA","04170","Augusto Corrêa","Augusto Corrêa (PA)"
"PA","04189","Ipixuna Do Pará","Ipixuna Do Pará (PA)"
"PA","04197","Aveiro","Aveiro (PA)"
"PA","04219","Bagre","Bagre (PA)"
"PA","04227","Brasil Novo","Brasil Novo (PA)"
"PA","04235","Baião","Baião (PA)"
"PA","04251","Barcarena","Barcarena (PA)"
"PA","04260","Água Azul Do Norte","Água Azul Do Norte (PA)"
"PA","04278","Belém","Belém (PA)"
"PA","04294","Benevides","Benevides (PA)"
"PA","04308","Pau D Arco","Pau D Arco (PA)"
"PA","04324","Ulianópolis","Ulianópolis (PA)"
"PA","04332","Bragança","Bragança (PA)"
"PA","04375","Bujaru","Bujaru (PA)"
"PA","04383","Novo Progresso","Novo Progresso (PA)"
"PA","04405","Vitória Do Xingu","Vitória Do Xingu (PA)"
"PA","04413","Cametá","Cametá (PA)"
"PA","04421","Novo Repartimento","Novo Repartimento (PA)"
"PA","04430","Capanema","Capanema (PA)"
"PA","04448","Breu Branco","Breu Branco (PA)"
"PA","04456","Capitão Poço","Capitão Poço (PA)"
"PA","04464","São Domingos Do Araguaia","São Domingos Do Araguaia (PA)"
"PA","04472","Castanhal","Castanhal (PA)"
"PA","04502","Abel Figueiredo","Abel Figueiredo (PA)"
"PA","04510","Colares","Colares (PA)"
"PA","04529","Cumaru Do Norte","Cumaru Do Norte (PA)"
"PA","04537","Conceição Do Araguaia","Conceição Do Araguaia (PA)"
"PA","04561","Floresta Do Araguaia","Floresta Do Araguaia (PA)"
"PA","04588","Bannach","Bannach (PA)"
"PA","04596","Faro","Faro (PA)"
"PA","04626","Placas","Placas (PA)"
"PA","04642","Marituba","Marituba (PA)"
"PA","04650","Igarapé-Miri","Igarapé-Miri (PA)"
"PA","04677","Inhangapi","Inhangapi (PA)"
"PA","04685","Quatipuru","Quatipuru (PA)"
"PA","04693","Irituia","Irituia (PA)"
"PA","04707","Canaã Dos Carajás","Canaã Dos Carajás (PA)"
"PA","04715","Itaituba","Itaituba (PA)"
"PA","04731","Itupiranga","Itupiranga (PA)"
"PA","04758","Jacundá","Jacundá (PA)"
"PA","04766","Cachoeira Do Piriá","Cachoeira Do Piriá (PA)"
"PA","04782","Piçarra","Piçarra (PA)"
"PA","04790","Limoeiro Do Ajuru","Limoeiro Do Ajuru (PA)"
"PA","04804","Belterra","Belterra (PA)"
"PA","04839","Marabá","Marabá (PA)"
"PA","04847","Sapucaia","Sapucaia (PA)"
"PA","04863","Mojuí Dos Campos","Mojuí Dos Campos (PA)"
"PA","04910","Mocajuba","Mocajuba (PA)"
"PA","04952","Monte Alegre","Monte Alegre (PA)"
"PA","04995","Nova Timboteua","Nova Timboteua (PA)"
"PA","05010","Óbidos","Óbidos (PA)"
"PA","05053","Oriximiná","Oriximiná (PA)"
"PA","05096","Paragominas","Paragominas (PA)"
"PA","05118","Peixe-Boi","Peixe-Boi (PA)"
"PA","05177","Porto De Moz","Porto De Moz (PA)"
"PA","05193","Prainha","Prainha (PA)"
"PA","05215","Primavera","Primavera (PA)"
"PA","05231","Salinópolis","Salinópolis (PA)"
"PA","05290","Santa Isabel Do Pará","Santa Isabel Do Pará (PA)"
"PA","05312","Santa Maria Do Pará","Santa Maria Do Pará (PA)"
"PA","05339","Santana Do Araguaia","Santana Do Araguaia (PA)"
"PA","05355","Santarém","Santarém (PA)"
"PA","05371","Santarém Novo","Santarém Novo (PA)"
"PA","05410","São Caetano De Odivelas","São Caetano De Odivelas (PA)"
"PA","05436","São Domingos Do Capim","São Domingos Do Capim (PA)"
"PA","05452","São Félix Do Xingu","São Félix Do Xingu (PA)"
"PA","05517","São Miguel Do Guamá","São Miguel Do Guamá (PA)"
"PA","05576","Soure","Soure (PA)"
"PA","05592","Tomé-Açu","Tomé-Açu (PA)"
"PA","05614","Tucuruí","Tucuruí (PA)"
"PA","05630","Vigia","Vigia (PA)"
"PA","05657","Viseu","Viseu (PA)"
"PA","05673","Redenção","Redenção (PA)"
"PA","05690","Rio Maria","Rio Maria (PA)"
"PA","05711","Xinguara","Xinguara (PA)"
"PA","05754","Uruará","Uruará (PA)"
"PA","05797","São Geraldo Do Araguaia","São Geraldo Do Araguaia (PA)"
"PA","05835","Parauapebas","Parauapebas (PA)"
"PA","05851","Curionópolis","Curionópolis (PA)"
"PA","05894","Rurópolis","Rurópolis (PA)"
"PA","05916","Pacajá","Pacajá (PA)"
"PA","05932","Brejo Grande Do Araguaia","Brejo Grande Do Araguaia (PA)"
"PA","05959","Ourilândia Do Norte","Ourilândia Do Norte (PA)"
"PA","05975","Dom Eliseu","Dom Eliseu (PA)"
"PA","05991","Santa Maria Das Barreiras","Santa Maria Das Barreiras (PA)"
"PB","19054","Alagoa Grande","Alagoa Grande (PB)"
"PB","19062","Capim","Capim (PB)"
"PB","19070","Alagoa Nova","Alagoa Nova (PB)"
"PB","19097","Alagoinha","Alagoinha (PB)"
"PB","19151","Araçagi","Araçagi (PB)"
"PB","19160","Logradouro","Logradouro (PB)"
"PB","19275","Damião","Damião (PB)"
"PB","19291","Baía Da Traição","Baía Da Traição (PB)"
"PB","19313","Bananeiras","Bananeiras (PB)"
"PB","19364","Cacimbas","Cacimbas (PB)"
"PB","19372","Bayeux","Bayeux (PB)"
"PB","19399","Belém","Belém (PB)"
"PB","19402","São Bentinho","São Bentinho (PB)"
"PB","19410","Belém Do Brejo Do Cruz","Belém Do Brejo Do Cruz (PB)"
"PB","19500","Bernardino Batista","Bernardino Batista (PB)"
"PB","19577","Brejo Do Cruz","Brejo Do Cruz (PB)"
"PB","19615","Caaporã","Caaporã (PB)"
"PB","19658","Cabedelo","Cabedelo (PB)"
"PB","19712","Cacimba De Dentro","Cacimba De Dentro (PB)"
"PB","19739","Caiçara","Caiçara (PB)"
"PB","19810","Campina Grande","Campina Grande (PB)"
"PB","19917","Condado","Condado (PB)"
"PB","19933","Conde","Conde (PB)"
"PB","19976","Coremas","Coremas (PB)"
"PB","19992","Cruz Do Espírito Santo","Cruz Do Espírito Santo (PB)"
"PB","20001","Santa Cecília","Santa Cecília (PB)"
"PB","20036","Cuité","Cuité (PB)"
"PB","20052","Cuitegi","Cuitegi (PB)"
"PB","20095","Desterro","Desterro (PB)"
"PB","20150","Dona Inês","Dona Inês (PB)"
"PB","20176","Duas Estradas","Duas Estradas (PB)"
"PB","20214","Esperança","Esperança (PB)"
"PB","20273","Guarabira","Guarabira (PB)"
"PB","20354","Imaculada","Imaculada (PB)"
"PB","20370","Ingá","Ingá (PB)"
"PB","20419","Itaporanga","Itaporanga (PB)"
"PB","20435","Itapororoca","Itapororoca (PB)"
"PB","20516","João Pessoa","João Pessoa (PB)"
"PB","20532","Juarez Távora","Juarez Távora (PB)"
"PB","20672","Lagoa Seca","Lagoa Seca (PB)"
"PB","20796","Mamanguape","Mamanguape (PB)"
"PB","20818","Manaíra","Manaíra (PB)"
"PB","20850","Massaranduba","Massaranduba (PB)"
"PB","20958","Monteiro","Monteiro (PB)"
"PB","20974","Mulungu","Mulungu (PB)"
"PB","21032","Nova Floresta","Nova Floresta (PB)"
"PB","21130","Ouro Velho","Ouro Velho (PB)"
"PB","21172","Patos","Patos (PB)"
"PB","21253","Pedras De Fogo","Pedras De Fogo (PB)"
"PB","21270","Piancó","Piancó (PB)"
"PB","21296","Picuí","Picuí (PB)"
"PB","21377","Pirpirituba","Pirpirituba (PB)"
"PB","21415","Pocinhos","Pocinhos (PB)"
"PB","21458","Prata","Prata (PB)"
"PB","21474","Princesa Isabel","Princesa Isabel (PB)"
"PB","21490","Puxinanã","Puxinanã (PB)"
"PB","21679","Santa Helena","Santa Helena (PB)"
"PB","21695","Santa Luzia","Santa Luzia (PB)"
"PB","21750","Santa Rita","Santa Rita (PB)"
"PB","21792","São Bento","São Bento (PB)"
"PB","21814","São João Do Cariri","São João Do Cariri (PB)"
"PB","21830","São João Do Tigre","São João Do Tigre (PB)"
"PB","21911","São José De Piranhas","São José De Piranhas (PB)"
"PB","21997","São Mamede","São Mamede (PB)"
"PB","22071","Sapé","Sapé (PB)"
"PB","22136","Serra Da Raiz","Serra Da Raiz (PB)"
"PB","22250","Sousa","Sousa (PB)"
"PB","22330","Tavares","Tavares (PB)"
"PB","22373","Triunfo","Triunfo (PB)"
"PE","23019","Afogados Da Ingazeira","Afogados Da Ingazeira (PE)"
"PE","23035","Afrânio","Afrânio (PE)"
"PE","23094","Águas Belas","Águas Belas (PE)"
"PE","23124","Jucati","Jucati (PE)"
"PE","23140","Dormentes","Dormentes (PE)"
"PE","23175","Amaraji","Amaraji (PE)"
"PE","23213","Araripina","Araripina (PE)"
"PE","23230","Arcoverde","Arcoverde (PE)"
"PE","23264","Jatobá","Jatobá (PE)"
"PE","23337","Belo Jardim","Belo Jardim (PE)"
"PE","23418","Bom Conselho","Bom Conselho (PE)"
"PE","23558","Buíque","Buíque (PE)"
"PE","23574","Cabo De Santo Agostinho","Cabo De Santo Agostinho (PE)"
"PE","23639","Caetés","Caetés (PE)"
"PE","23655","Calçado","Calçado (PE)"
"PE","23710","Camutanga","Camutanga (PE)"
"PE","23736","Canhotinho","Canhotinho (PE)"
"PE","23779","Carnaíba","Carnaíba (PE)"
"PE","23795","Carpina","Carpina (PE)"
"PE","23817","Caruaru","Caruaru (PE)"
"PE","23930","Correntes","Correntes (PE)"
"PE","23990","Cupira","Cupira (PE)"
